"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.760375625230996,0.553294007973391,0.736360164747043,0.769800358919501,NA,0.668647849835732,0.668647849835732,0.41697519441473,0.745799524816778,0.938314863256836,0.516397779494322,-0.516397779494322,0.843767374155175
"S4948",0.760375625230996,1,0.823130759835648,0.897390513942104,0.858407792400033,NA,0.61597465756398,0.61597465756398,0.642825926728791,0.76682559411026,0.775758967153223,0.0841406323823342,-0.0841406323823342,0.767877007462395
"S5173",0.553294007973391,0.823130759835648,1,0.773110067082415,0.71875,NA,0.601337794302955,0.601337794302955,0.833333333333333,0.501114828585796,0.601929265428846,-0.0559016994374947,0.0559016994374947,0.6226147094302
"S5226",0.736360164747043,0.897390513942104,0.773110067082415,1,0.812420748459487,NA,0.686406472983644,0.686406472983644,0.524142418360959,0.854506017387802,0.79505158537756,0.0937614461876991,-0.0937614461876991,0.724645806968003
"S5241",0.769800358919501,0.858407792400033,0.71875,0.812420748459487,1,NA,0.501114828585796,0.501114828585796,0.541666666666667,0.601337794302955,0.722315118514615,0.0559016994374947,-0.0559016994374947,0.549226663831963
"S5258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5263",0.668647849835732,0.61597465756398,0.601337794302955,0.686406472983644,0.501114828585796,NA,1,1,0.623609564462324,0.571428571428571,0.804361815109734,0.418330013267038,-0.418330013267038,0.713688518540272
"S5267",0.668647849835732,0.61597465756398,0.601337794302955,0.686406472983644,0.501114828585796,NA,1,1,0.623609564462324,0.571428571428571,0.804361815109734,0.418330013267038,-0.418330013267038,0.713688518540272
"S5358",0.41697519441473,0.642825926728791,0.833333333333333,0.524142418360959,0.541666666666667,NA,0.623609564462324,0.623609564462324,1,0.356348322549899,0.501607721190705,-0.149071198499986,0.149071198499986,0.44506298620866
"S5373",0.745799524816778,0.76682559411026,0.501114828585796,0.854506017387802,0.601337794302955,NA,0.571428571428571,0.571428571428571,0.356348322549899,1,0.788274578807539,0.239045721866879,-0.239045721866879,0.76177391517951
"S5432",0.938314863256836,0.775758967153223,0.601929265428846,0.79505158537756,0.722315118514615,NA,0.804361815109734,0.804361815109734,0.501607721190705,0.788274578807539,1,0.484543711852349,-0.484543711852349,0.898308050426468
"S5537",0.516397779494322,0.0841406323823342,-0.0559016994374947,0.0937614461876991,0.0559016994374947,NA,0.418330013267038,0.418330013267038,-0.149071198499986,0.239045721866879,0.484543711852349,1,-1,0.601349510567189
"S5603",-0.516397779494322,-0.0841406323823342,0.0559016994374947,-0.0937614461876991,-0.0559016994374947,NA,-0.418330013267038,-0.418330013267038,0.149071198499986,-0.239045721866879,-0.484543711852349,-1,1,-0.601349510567189
"S5648",0.843767374155175,0.767877007462395,0.6226147094302,0.724645806968003,0.549226663831963,NA,0.713688518540272,0.713688518540272,0.44506298620866,0.76177391517951,0.898308050426468,0.601349510567189,-0.601349510567189,1
