"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1849",NA,1,-0.10238202043665,-0.33052386342693,0.7234951774385,-0.270584621156052,-0.126096272657728,0.174692146767172,-0.35983165366113,0.287819723926887,-0.104300588409756,0.189087120075294,-0.240459972611597
"S1852",NA,-0.10238202043665,1,-0.276559775861289,-0.164075442724497,-0.112417274624618,-0.17598169886233,-0.619742392323101,-0.25756958794372,-0.330362147986458,0.12981244162884,0.264597363629144,0.107736101822344
"S1908",NA,-0.33052386342693,-0.276559775861289,1,-0.712073803994423,-0.209290009083034,0.419574518500955,-0.0885479537844044,0.354305969465913,0.646855085707438,0.351013243246992,-0.496261737882284,0.11535033667771
"S2071",NA,0.7234951774385,-0.164075442724497,-0.712073803994423,1,-0.224127885301775,-0.29062474644168,0.23775038220123,-0.249304924863463,-0.221803623854761,-0.32275437198099,0.160164597432963,-0.137262529706166
"S2168",NA,-0.270584621156052,-0.112417274624618,-0.209290009083034,-0.224127885301775,1,-0.178050446729221,0.0993719923811248,0.0365333347154357,-0.43660375153295,0.326314295157097,0.204859547647808,0.0312655490958124
"S2201",NA,-0.126096272657728,-0.17598169886233,0.419574518500955,-0.29062474644168,-0.178050446729221,1,0.483124919280057,0.191177504424941,0.466637105176025,0.0100890238980229,0.049109126442111,0.161212381325574
"S2267",NA,0.174692146767172,-0.619742392323101,-0.0885479537844044,0.23775038220123,0.0993719923811248,0.483124919280057,1,0.350195846775361,0.320159110381988,-0.51156132057159,0.261417570569923,0.0397819152066847
"S2301",NA,-0.35983165366113,-0.25756958794372,0.354305969465913,-0.249304924863463,0.0365333347154357,0.191177504424941,0.350195846775361,1,0.272946756324485,0.111178001748904,-0.29213651493685,0.39787226314784
"S2308",NA,0.287819723926887,-0.330362147986458,0.646855085707438,-0.221803623854761,-0.43660375153295,0.466637105176025,0.320159110381988,0.272946756324485,1,-0.0449901692906661,-0.277142090779671,0.0313932959635439
"S2446",NA,-0.104300588409756,0.12981244162884,0.351013243246992,-0.32275437198099,0.326314295157097,0.0100890238980229,-0.51156132057159,0.111178001748904,-0.0449901692906661,1,-0.244034795231585,-0.0153095518467689
"S2472",NA,0.189087120075294,0.264597363629144,-0.496261737882284,0.160164597432963,0.204859547647808,0.049109126442111,0.261417570569923,-0.29213651493685,-0.277142090779671,-0.244034795231585,1,-0.605727775671856
"S2749",NA,-0.240459972611597,0.107736101822344,0.11535033667771,-0.137262529706166,0.0312655490958124,0.161212381325574,0.0397819152066847,0.39787226314784,0.0313932959635439,-0.0153095518467689,-0.605727775671856,1
